# Boucot et al. 2022 Phanerozoic Köppen-Geiger — tutorial subset @ 410 Ma
# Provenance: representative tutorial reconstruction of the published surface;
# replace with the authoritative HydroShare download for real work.
plate_id,lat,lon,koppen_class
201,53,-84,ET
201,53,-78,ET
201,53,-72,ET
201,53,-66,ET
201,53,-60,ET
201,53,-54,ET
201,53,-48,ET
201,53,-42,ET
201,53,-36,ET
201,53,-30,ET
201,53,-24,ET
201,53,-18,ET
201,53,-12,ET
201,53,-6,ET
201,53,0,ET
101,53,6,ET
101,53,12,ET
101,53,18,ET
101,53,24,ET
101,53,30,ET
101,53,36,ET
101,53,42,ET
101,53,48,ET
101,53,54,ET
101,53,60,ET
101,53,66,ET
101,53,72,ET
101,53,78,ET
101,53,84,ET
101,53,90,ET
101,53,96,ET
101,53,102,ET
101,53,108,ET
101,53,114,ET
101,53,120,ET
101,53,126,ET
101,53,132,ET
101,53,138,ET
101,53,144,ET
101,53,150,ET
101,53,156,ET
101,53,162,ET
101,53,168,ET
101,53,174,ET
101,53,180,ET
201,59,-180,ET
201,59,-174,ET
201,59,-168,ET
201,59,-162,ET
201,59,-156,ET
201,59,-150,ET
201,59,-144,ET
201,59,-138,ET
201,59,-132,ET
201,59,-126,ET
201,59,-120,ET
201,59,-114,ET
201,59,-108,ET
201,59,-102,ET
201,59,-96,ET
201,59,-90,ET
201,59,-84,ET
201,59,-78,ET
201,59,-72,ET
201,59,-66,ET
201,59,-60,ET
201,59,-54,ET
201,59,-48,ET
201,59,-42,ET
201,59,-36,ET
201,59,-30,ET
201,59,-24,ET
201,59,-18,ET
201,59,-12,ET
201,59,-6,ET
201,59,0,ET
101,59,6,ET
101,59,12,ET
101,59,18,ET
101,59,24,ET
101,59,30,ET
101,59,36,ET
101,59,42,ET
101,59,48,ET
101,59,54,ET
101,59,60,ET
101,59,66,ET
101,59,72,ET
101,59,78,ET
101,59,84,ET
101,59,90,ET
101,59,96,ET
101,59,102,ET
101,59,108,ET
101,59,114,ET
101,59,120,ET
101,59,126,ET
101,59,132,ET
101,59,138,ET
101,59,144,ET
101,59,150,ET
101,59,156,ET
101,59,162,ET
101,59,168,ET
101,59,174,ET
101,59,180,ET
201,65,-180,ET
201,65,-174,ET
201,65,-168,ET
201,65,-162,ET
201,65,-156,ET
201,65,-150,ET
201,65,-144,ET
201,65,-138,ET
201,65,-132,ET
201,65,-126,ET
201,65,-120,ET
201,65,-114,ET
201,65,-108,ET
201,65,-102,ET
201,65,-96,ET
201,65,-90,ET
201,65,-84,ET
201,65,-78,ET
201,65,-72,ET
201,65,-66,ET
201,65,-60,ET
201,65,-54,ET
201,65,-48,ET
201,65,-42,ET
201,65,-36,ET
201,65,-30,ET
201,65,-24,ET
201,65,-18,ET
201,65,-12,ET
201,65,-6,ET
201,65,0,ET
101,65,6,ET
101,65,12,ET
101,65,18,ET
101,65,24,ET
101,65,30,ET
101,65,36,ET
101,65,42,ET
101,65,48,ET
101,65,54,ET
101,65,60,ET
101,65,66,ET
101,65,72,ET
101,65,78,ET
101,65,84,ET
101,65,90,ET
101,65,96,ET
101,65,102,ET
101,65,108,ET
101,65,114,ET
101,65,120,ET
101,65,126,ET
101,65,132,ET
101,65,138,ET
101,65,144,ET
101,65,150,ET
101,65,156,ET
101,65,162,ET
101,65,168,ET
101,65,174,ET
101,65,180,ET
201,71,-180,EF
201,71,-174,EF
201,71,-168,EF
201,71,-162,EF
201,71,-156,EF
201,71,-150,EF
201,71,-144,EF
201,71,-138,EF
201,71,-132,EF
201,71,-126,EF
201,71,-120,EF
201,71,-114,EF
201,71,-108,EF
201,71,-102,EF
201,71,-96,EF
201,71,-90,EF
201,71,-84,EF
201,71,-78,EF
201,71,-72,EF
201,71,-66,EF
201,71,-60,EF
201,71,-54,EF
201,71,-48,EF
201,71,-42,EF
201,71,-36,EF
201,71,-30,EF
201,71,-24,EF
201,71,-18,EF
201,71,-12,EF
201,71,-6,EF
201,71,0,EF
101,71,6,EF
101,71,12,EF
101,71,18,EF
101,71,24,EF
101,71,30,EF
101,71,36,EF
101,71,42,EF
101,71,48,EF
101,71,54,EF
101,71,60,EF
101,71,66,EF
101,71,72,EF
101,71,78,EF
101,71,84,EF
101,71,90,EF
101,71,96,EF
101,71,102,EF
101,71,108,EF
101,71,114,EF
101,71,120,EF
101,71,126,EF
101,71,132,EF
101,71,138,EF
101,71,144,EF
101,71,150,EF
101,71,156,EF
101,71,162,EF
101,71,168,EF
101,71,174,EF
101,71,180,EF
201,77,-180,EF
201,77,-174,EF
201,77,-168,EF
201,77,-162,EF
201,77,-156,EF
201,77,-150,EF
201,77,-144,EF
201,77,-138,EF
201,77,-132,EF
201,77,-126,EF
201,77,-120,EF
201,77,-114,EF
201,77,-108,EF
201,77,-102,EF
201,77,-96,EF
201,77,-90,EF
201,77,-84,EF
201,77,-78,EF
201,77,-72,EF
201,77,-66,EF
201,77,-60,EF
201,77,-54,EF
201,77,-48,EF
201,77,-42,EF
201,77,-36,EF
201,77,-30,EF
201,77,-24,EF
201,77,-18,EF
201,77,-12,EF
201,77,-6,EF
201,77,0,EF
101,77,6,EF
101,77,12,EF
101,77,18,EF
101,77,24,EF
101,77,30,EF
101,77,36,EF
101,77,42,EF
101,77,48,EF
101,77,54,EF
101,77,60,EF
101,77,66,EF
101,77,72,EF
101,77,78,EF
101,77,84,EF
101,77,90,EF
101,77,96,EF
101,77,102,EF
101,77,108,EF
101,77,114,EF
101,77,120,EF
101,77,126,EF
101,77,132,EF
101,77,138,EF
101,77,144,EF
101,77,150,EF
101,77,156,EF
101,77,162,EF
101,77,168,EF
101,77,174,EF
101,77,180,EF
201,83,-180,EF
201,83,-174,EF
201,83,-168,EF
201,83,-162,EF
201,83,-156,EF
201,83,-150,EF
201,83,-144,EF
201,83,-138,EF
201,83,-132,EF
201,83,-126,EF
201,83,-120,EF
201,83,-114,EF
201,83,-108,EF
201,83,-102,EF
201,83,-96,EF
201,83,-90,EF
201,83,-84,EF
201,83,-78,EF
201,83,-72,EF
201,83,-66,EF
201,83,-60,EF
201,83,-54,EF
201,83,-48,EF
201,83,-42,EF
201,83,-36,EF
201,83,-30,EF
201,83,-24,EF
201,83,-18,EF
201,83,-12,EF
201,83,-6,EF
201,83,0,EF
101,83,6,EF
101,83,12,EF
101,83,18,EF
101,83,24,EF
101,83,30,EF
101,83,36,EF
101,83,42,EF
101,83,48,EF
101,83,54,EF
101,83,60,EF
101,83,66,EF
101,83,72,EF
101,83,78,EF
101,83,84,EF
101,83,90,EF
101,83,96,EF
101,83,102,EF
101,83,108,EF
101,83,114,EF
101,83,120,EF
101,83,126,EF
101,83,132,EF
101,83,138,EF
101,83,144,EF
101,83,150,EF
101,83,156,EF
101,83,162,EF
101,83,168,EF
101,83,174,EF
101,83,180,EF
