Age_Ma,Lat,Lon,Tecto_Prov
19.7,33.5031,51.8649,Orogen
19.7,33.5179,51.8461,Orogen
19.7,33.4517,51.8491,Orogen
19.7,33.4782,51.782,Orogen
19.7,33.4549,51.7733,Orogen
277.3,40.2,77.2,Orogen
277.3,40.2,77.2,Orogen
277.3,40.2,77.2,Orogen
277.3,40.2,77.2,Orogen
277.3,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
279.1,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.2,77.2,Orogen
277.0,40.5,77.5,Orogen
277.0,40.5,77.5,Orogen
277.0,40.5,77.5,Orogen
37.49,32.0,58.0,Orogen
37.49,32.0,58.0,Orogen
37.49,32.0,58.0,Orogen
37.49,32.0,58.0,Orogen
37.49,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.75,32.0,58.0,Orogen
37.4,32.0,58.0,Orogen
39.94,32.0,58.0,Orogen
39.94,32.0,58.0,Orogen
39.94,32.0,58.0,Orogen
45.02,32.0,58.0,Orogen
45.02,32.0,58.0,Orogen
45.02,32.0,58.0,Orogen
45.34,32.0,58.0,Orogen
45.34,32.0,58.0,Orogen
45.34,32.0,58.0,Orogen
45.83,32.0,58.0,Orogen
45.83,32.0,58.0,Orogen
45.83,32.0,58.0,Orogen
44.8,32.0,58.0,Orogen
44.8,32.0,58.0,Orogen
44.8,32.0,58.0,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
4.05,35.53,82.73,Orogen
9.56,36.2,74.8,Orogen
9.56,36.2,74.8,Orogen
9.56,36.2,74.8,Orogen
9.56,36.2,74.8,Orogen
9.56,36.2,74.8,Orogen
43.17,37.348532,48.476847,Orogen
43.17,37.478811,48.414216,Orogen
43.17,37.832533,48.422375,Orogen
43.17,37.834197,48.425883,Orogen
43.17,37.825046,48.433688,Orogen
43.17,37.824986,48.429325,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
124.0,32.5,84.1,Orogen
41.0,38.94599541,47.87940021,Orogen
41.0,38.95995026,47.83602523,Orogen
41.0,38.80282512,47.87051573,Orogen
41.0,38.66910011,47.55657408,Orogen
41.0,38.64024421,47.6009711,Orogen
41.0,38.92633485,48.05767375,Orogen
41.0,38.96711353,47.98680366,Orogen
303.0,42.4,0.5,Orogen
303.0,42.4,0.5,Orogen
303.0,42.4,0.8,Orogen
14.5,31.85033333,80.04891667,Orogen
14.5,31.85017778,80.04888056,Orogen
14.5,31.85017778,80.04888056,Orogen
14.5,31.85017778,80.04888056,Orogen
14.5,31.91008333,80.10506111,Orogen
14.5,31.85640556,80.05233333,Orogen
14.5,31.85640556,80.05233333,Orogen
14.5,32.51883333,79.45891667,Orogen
14.5,32.51883333,79.45891667,Orogen
14.5,32.53825,79.49877778,Orogen
14.5,32.30780556,79.71186111,Orogen
14.5,32.53768333,79.4966,Orogen
15.4,32.51461111,79.42338889,Orogen
13.4,32.30116667,79.70391667,Orogen
12.6,32.30116667,79.70391667,Orogen
13.2,32.30780556,79.71186111,Orogen
12.7,32.30780556,79.71186111,Orogen
13.0,32.30780556,79.71186111,Orogen
14.5,32.30780556,79.71186111,Orogen
14.5,32.32694444,79.73977778,Orogen
14.5,32.32722222,79.73977778,Orogen
14.5,32.33177222,79.038025,Orogen
14.5,32.33204167,79.03784444,Orogen
14.5,32.33204167,79.03784444,Orogen
17.4,31.85033333,80.04891667,Orogen
17.4,31.85033333,80.04891667,Orogen
16.6,31.85017778,80.04888056,Orogen
16.6,31.85017778,80.04888056,Orogen
16.6,31.85017778,80.04888056,Orogen
123.6,31.48944444,89.93388889,Orogen
123.6,31.48944444,89.93388889,Orogen
120.5,31.48583333,89.93416667,Orogen
209.73,36.2,78.5,Orogen
209.73,36.2,78.5,Orogen
209.73,36.2,78.5,Orogen
209.73,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
205.4,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
210.3,36.2,78.5,Orogen
0.90365,35.9298,52.182,Orogen
0.90365,35.9298,52.182,Orogen
0.90365,35.8817,52.1433,Orogen
0.90365,35.8837,52.1796,Orogen
0.90365,35.9083,52.2074,Orogen
0.90365,35.9083,52.2074,Orogen
0.90365,35.9016,52.1951,Orogen
0.90365,35.8823,52.1402,Orogen
0.90365,35.8796,52.132,Orogen
0.90365,35.8796,52.132,Orogen
0.90365,35.8816,52.1518,Orogen
0.90365,35.9217,52.2314,Orogen
0.90365,35.9217,52.2314,Orogen
0.90365,35.9217,52.2314,Orogen
0.90365,35.9252,52.2272,Orogen
0.90365,35.9252,52.2272,Orogen
0.90365,35.9252,52.2272,Orogen
0.90365,35.9083,52.2074,Orogen
0.90365,35.8922,52.102,Orogen
0.90365,35.8922,52.102,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
0.0001,37.72,15.07,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
21.0,40.17,30.4,Orogen
277.3,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
277.0,40.1,76.5,Orogen
68.7,28.91,89.6,Orogen
68.7,28.91,89.6,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
44.0,33.17,54.0,Orogen
297.5,37.9802,44.5842,Orogen
297.5,38.0023,44.6382,Orogen
297.5,38.0007,44.6291,Orogen
279.0,38.2,73.5,Orogen
279.0,38.2,73.5,Orogen
266.0,38.2,73.5,Orogen
266.0,38.2,73.5,Orogen
209.0,38.2,73.5,Orogen
210.0,38.2,73.5,Orogen
109.0,38.2,73.5,Orogen
108.0,38.2,73.5,Orogen
31.9,32.6,52.5,Orogen
31.9,32.6,52.5,Orogen
31.9,32.6,52.5,Orogen
31.9,32.6,52.5,Orogen
31.9,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
24.5,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
21.9,32.6,52.5,Orogen
505.5,31.0311,89.7619,Orogen
505.5,31.0311,89.7619,Orogen
505.5,31.0311,89.7619,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
16.0,29.6,87.3,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
44.8,40.0,75.4,Orogen
4.05,37.219839,15.107165,Orogen
4.05,37.269547,15.040923,Orogen
4.05,37.269547,15.040923,Orogen
4.05,37.247779,15.008814,Orogen
65.6,37.9088,71.3759,Orogen
65.6,37.9088,71.3759,Orogen
65.6,37.9088,71.3759,Orogen
66.5,38.008,71.8153,Orogen
66.5,38.008,71.8153,Orogen
66.5,38.008,71.8153,Orogen
66.5,38.008,71.8153,Orogen
76.5,37.7889,71.574,Orogen
76.5,37.7889,71.574,Orogen
76.5,37.7889,71.574,Orogen
76.5,37.7889,71.574,Orogen
76.0,37.7619,71.5337,Orogen
76.0,37.7619,71.5337,Orogen
76.0,37.7619,71.5337,Orogen
76.0,37.7619,71.5337,Orogen
76.0,37.7619,71.5337,Orogen
76.0,37.7464,71.5463,Orogen
76.0,37.7464,71.5463,Orogen
76.0,37.7464,71.5463,Orogen
76.0,37.7464,71.5463,Orogen
301.5,38.0847,45.0635,Orogen
300.0,38.1299,45.023,Orogen
298.8,38.0823,45.1778,Orogen
300.1,38.8743,45.1785,Orogen
300.7,38.102,45.0934,Orogen
300.6,38.0847,45.0635,Orogen
300.6,38.1,45.1,Orogen
300.6,38.1,45.1,Orogen
300.7,38.1147,45.1104,Orogen
300.7,38.1,45.1,Orogen
303.4,38.1142,45.1011,Orogen
303.4,38.1,45.1,Orogen
300.3,38.1109,45.1089,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
168.0,32.25,52.0,Orogen
174.3,33.5,49.75,Orogen
174.3,33.5,49.75,Orogen
167.8,33.5,49.75,Orogen
174.1,33.5,49.75,Orogen
174.1,33.5,49.75,Orogen
174.1,33.5,49.75,Orogen
175.2,33.5,49.75,Orogen
175.2,33.5,49.75,Orogen
169.3,33.5,49.75,Orogen
169.3,33.5,50.25,Orogen
169.3,33.5,50.25,Orogen
128.8,33.5,50.25,Orogen
128.8,33.5,50.25,Orogen
128.8,33.5,50.25,Orogen
128.8,33.5,50.25,Orogen
127.8,33.5,50.25,Orogen
127.8,33.5,50.25,Orogen
127.8,33.5,50.25,Orogen
127.8,33.5,50.25,Orogen
127.8,33.5,50.25,Orogen
11.6,33.4,52.4,Orogen
11.6,33.4,52.4,Orogen
11.6,33.4,52.4,Orogen
12.2,32.9,52.5,Orogen
12.2,32.9,52.5,Orogen
12.2,32.9,52.5,Orogen
12.2,32.9,52.5,Orogen
9.9,33.4,52.4,Orogen
9.9,33.4,52.4,Orogen
14.7,32.9,52.5,Orogen
14.7,32.9,52.5,Orogen
14.7,32.9,52.5,Orogen
14.7,32.9,52.5,Orogen
24.0,33.4,52.4,Orogen
24.0,33.4,52.4,Orogen
24.0,33.4,52.4,Orogen
24.0,33.4,52.4,Orogen
24.0,33.4,52.4,Orogen
24.0,33.4,52.4,Orogen
12.23,37.75,75.25,Orogen
12.23,37.75,75.25,Orogen
12.23,37.75,75.25,Orogen
12.23,37.75,75.25,Orogen
12.23,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
10.0,37.75,75.25,Orogen
11.46,37.0,75.75,Orogen
11.46,37.0,75.75,Orogen
11.46,37.0,75.75,Orogen
13.5,37.6635,31.8932,Orogen
13.5,37.5395,31.8872,Orogen
13.5,37.6305,32.059,Orogen
13.5,37.5289,32.0052,Orogen
13.5,37.5963,32.034,Orogen
13.5,37.592,32.2075,Orogen
13.5,37.5386,32.1413,Orogen
13.5,37.7952,32.1938,Orogen
13.5,37.4918,32.0801,Orogen
13.5,37.5292,32.0785,Orogen
13.5,37.5438,32.2688,Orogen
13.5,37.5034,32.0722,Orogen
13.5,37.5632,32.0272,Orogen
13.5,37.5159,32.1142,Orogen
13.5,37.7395,32.1441,Orogen
13.5,37.8656,32.0341,Orogen
13.5,37.879,31.9204,Orogen
13.5,37.845,31.9267,Orogen
13.5,37.5464,32.0979,Orogen
13.5,37.8352,32.1084,Orogen
13.5,37.5323,32.0583,Orogen
13.5,37.7345,32.1457,Orogen
13.5,37.9119,31.9495,Orogen
13.5,37.7038,32.1256,Orogen
13.5,37.6565,31.8964,Orogen
13.5,37.6635,31.8932,Orogen
13.5,37.7612,31.9858,Orogen
13.5,37.6935,32.1648,Orogen
13.5,37.8122,31.9492,Orogen
13.5,37.7005,31.9452,Orogen
13.5,37.828,32.0375,Orogen
13.5,37.8872,31.9949,Orogen
370.0,-37.0,145.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-36.0,144.0,Orogen
370.0,-38.0,144.0,Orogen
305.0,-17.3172,144.9214,Orogen
305.0,-17.3183,144.921,Orogen
321.0,-17.3597,145.185,Orogen
321.0,-17.3491,145.1625,Orogen
321.0,-17.3542,145.17,Orogen
321.0,-17.359,145.1778,Orogen
321.0,-17.3591,145.1782,Orogen
321.0,-17.3669,145.1936,Orogen
321.0,-17.377,145.182,Orogen
321.0,-17.3774,145.1823,Orogen
321.0,-17.2593,144.9918,Orogen
321.0,-17.2593,144.9918,Orogen
321.0,-17.287,144.9754,Orogen
321.0,-17.2646,145.0975,Orogen
321.0,-17.2718,145.1149,Orogen
321.0,-17.2745,145.0934,Orogen
321.0,-17.0867,144.9607,Orogen
321.0,-17.0872,144.9601,Orogen
321.0,-17.0873,144.9584,Orogen
321.0,-17.0872,144.9615,Orogen
292.5,-17.1831,144.9145,Orogen
292.5,-17.1799,144.92,Orogen
292.5,-17.1722,144.9233,Orogen
292.5,-17.166,144.929,Orogen
292.5,-17.1723,144.9233,Orogen
292.5,-17.1606,144.9458,Orogen
292.5,-17.1596,144.9513,Orogen
292.5,-17.0,145.0,Orogen
292.5,-17.0,145.0,Orogen
292.5,-17.0731,144.9117,Orogen
292.5,-17.0759,144.9148,Orogen
292.5,-17.0835,144.9227,Orogen
292.5,-17.1874,144.8988,Orogen
292.5,-17.1859,144.9089,Orogen
292.5,-17.4026,145.3522,Orogen
292.5,-17.3956,145.3565,Orogen
292.5,-17.3948,145.3513,Orogen
292.5,-17.3949,145.3521,Orogen
292.5,-17.3842,145.3489,Orogen
292.5,-17.3807,145.3508,Orogen
292.5,-17.3841,145.3504,Orogen
292.5,-17.3872,145.3499,Orogen
292.5,-17.3904,145.3481,Orogen
292.5,-17.3891,145.3496,Orogen
305.0,-17.0,145.0,Orogen
305.0,-17.0,145.0,Orogen
321.0,-17.3439,145.152,Orogen
321.0,-17.2738,145.1271,Orogen
321.0,-17.2781,145.1276,Orogen
321.0,-17.2955,145.1174,Orogen
321.0,-17.2982,145.1184,Orogen
306.0,-17.0913,144.9687,Orogen
306.0,-17.0922,144.9697,Orogen
306.0,-17.0915,144.9681,Orogen
306.0,-17.089,144.9594,Orogen
306.0,-17.0901,144.956,Orogen
306.0,-17.0907,144.9572,Orogen
306.0,-17.0905,144.9583,Orogen
56.0,-21.0,165.0,Continental Margin
56.0,-21.504,165.339,Continental Margin
56.0,-21.486,165.507,Continental Margin
56.0,-21.0,165.0,Continental Margin
2.15,-77.3764,168.0969,Extended Crust
2.15,-77.3664,168.3272,Extended Crust
2.15,-77.5019,169.0542,Extended Crust
2.15,-77.5058,168.7494,Extended Crust
2.15,-77.5142,167.9628,Extended Crust
2.15,-77.6414,168.5744,Extended Crust
2.15,-77.4656,169.21,Continental Margin
2.15,-77.5169,169.2689,Extended Crust
2.15,-77.4972,169.2339,Continental Margin
2.15,-77.3025,167.1022,Extended Crust
2.15,-77.3011,167.1028,Extended Crust
2.15,-77.3011,167.1028,Extended Crust
2.15,-77.8467,166.6997,Extended Crust
2.15,-77.5797,166.2875,Extended Crust
2.15,-77.4678,167.1181,Extended Crust
2.15,-77.6414,168.5744,Extended Crust
2.15,-77.3011,167.1028,Extended Crust
2.15,-77.8467,166.6997,Extended Crust
384.5,-31.0,150.0,Orogen
15.5,-31.0,149.0,Orogen
15.5,-31.0,149.0,Orogen
15.5,-31.0,149.0,Orogen
15.5,-31.0,149.0,Orogen
15.5,-31.0,149.0,Orogen
15.5,-31.0,149.0,Orogen
16.5,-31.0,152.0,Orogen
16.5,-31.0,152.0,Orogen
16.5,-31.0,152.0,Orogen
16.5,-31.0,152.0,Orogen
16.5,-31.0,152.0,Orogen
16.5,-31.0,152.0,Orogen
370.0,-36.9876,144.3041,Orogen
370.0,-37.0478,144.3786,Orogen
370.0,-36.9811,144.0556,Orogen
370.0,-37.0836,144.3703,Orogen
370.0,-36.9761,144.0356,Orogen
370.0,-36.9803,143.9817,Orogen
135.9,-33.59299,115.81622,Platform
97.5,-42.1609,173.9094,Orogen
97.5,-41.90755556,173.57125,Orogen
97.5,-42.64605556,171.352,Orogen
97.5,-42.64427778,171.3023611,Orogen
97.5,-42.22377,171.35373,Orogen
97.5,-42.645,171.473883,Orogen
29.0,-22.8671,148.151312,Orogen
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.2,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.23,155.8,Extended Crust
182.4,-79.2667,155.8,Extended Crust
182.4,-79.2667,155.8,Extended Crust
182.4,-79.2667,155.8,Extended Crust
182.4,-79.2667,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.3,155.8,Extended Crust
182.4,-79.35,155.8,Extended Crust
182.4,-79.35,155.8,Extended Crust
182.4,-79.35,155.8,Extended Crust
205.0,-4.5023,104.1047,Island Arc
205.0,-4.5023,104.1047,Island Arc
102.0,-0.5546,100.3391,Island Arc
102.0,-0.5546,100.3391,Island Arc
143.0,-4.503,104.1049,Island Arc
148.0,-0.5043,100.7063,Island Arc
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
0.25,-39.0,174.0,Continental Margin
33.23,-20.0091,148.1309,Orogen
34.34,-20.0091,148.1309,Orogen
32.5,-20.0091,148.1309,Orogen
118.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
125.0,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
132.5,-20.0091,148.1309,Orogen
126.38,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
245.1,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
246.3,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
245.3,-20.0091,148.1309,Orogen
240.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
291.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.0,-20.0091,148.1309,Orogen
280.9,-20.0091,148.1309,Orogen
309.6,-20.0091,148.1309,Orogen
313.1,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
317.5,-20.0091,148.1309,Orogen
318.8,-20.0091,148.1309,Orogen
333.0,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
336.2,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
347.3,-20.0091,148.1309,Orogen
350.0,-20.0091,148.1309,Orogen
220.0,-2.223383333,106.1524333,Continental Margin
212.0,-1.901583333,105.3993167,Continental Margin
216.0,-1.901583333,105.3993167,Continental Margin
220.0,-2.5517,107.7152833,Continental Margin
220.0,-2.5517,107.7152833,Continental Margin
221.0,-2.745333333,108.248,Continental Margin
221.0,-2.745333333,108.248,Continental Margin
